,Unnamed: 0,회차,행정구역시도코드,읍면부동부코드,가구일련번호,가구원일련번호,대표가구원여부,평토일구분코드,성별코드,연령,연령코드,etc_daily,home_daily,work_daily,school_daily,home_weekend,bodyweight,dust_ingestion,inhalaion_rate
242,243,7차,경기,동,125,1,대표가구원,평일,여자,26,20~29세,60,1070,310,0,1440,50.7,20,14.61
243,244,7차,경기,동,126,1,대표가구원,평일,여자,59,50~59세,100,1340,0,0,840,45.8,20,14.61
244,245,7차,경기,동,126,2,일반가구원,평일,남자,59,50~59세,60,840,540,0,1380,82.9,20,14.61
245,246,7차,경기,동,127,1,대표가구원,평일,여자,31,30~39세,20,1420,0,0,1290,92.8,20,14.61
246,247,7차,경기,동,127,2,일반가구원,평일,남자,37,30~39세,160,880,400,0,1380,80.6,20,14.61
247,248,7차,경기,동,129,1,대표가구원,평일,남자,39,30~39세,1020,20,400,0,1440,73.7,20,14.61
248,249,7차,경기,동,129,2,일반가구원,평일,여자,37,30~39세,200,1240,0,0,1440,62.5,20,14.61
249,250,7차,경기,동,129,3,일반가구원,평일,여자,11,10~19세,140,1040,0,260,0,39.1,30,12.73
250,251,7차,경기,동,130,1,대표가구원,평일,남자,62,60세 이상,260,1180,0,0,880,77.9,20,14.61
251,252,7차,경기,동,130,2,일반가구원,평일,여자,58,50~59세,140,1020,280,0,1300,52.8,20,14.61
252,253,7차,경기,동,131,1,대표가구원,평일,여자,41,40~49세,70,1370,0,0,1240,84.6,20,14.61
253,254,7차,경기,동,132,1,대표가구원,평일,여자,41,40~49세,170,1270,0,0,1380,53.5,20,14.61
254,255,7차,경기,동,134,1,대표가구원,평일,남자,39,30~39세,150,1160,130,0,1160,81.8,20,14.61
255,256,5차,경기,동,136,1,대표가구원,평일,남자,61,60세 이상,0,1440,0,0,1440,75.5,20,14.61
256,257,5차,경기,동,136,2,일반가구원,평일,여자,55,50~59세,40,960,440,0,1240,67.0,20,14.61
257,258,5차,경기,동,136,3,일반가구원,평일,남자,25,20~29세,0,1440,0,0,1400,67.3,20,14.61
258,259,5차,경기,동,137,1,대표가구원,평일,남자,59,50~59세,700,740,0,0,0,60.7,20,14.61
259,260,5차,경기,동,137,2,일반가구원,평일,여자,59,50~59세,380,1060,0,0,1440,48.3,20,14.61
260,261,5차,경기,동,138,1,대표가구원,평일,남자,40,40~49세,410,830,200,0,1320,57.3,20,14.61
261,262,5차,경기,동,139,1,대표가구원,평일,남자,78,60세 이상,240,1200,0,0,1020,62.1,20,14.61
262,263,5차,경기,동,139,2,일반가구원,평일,여자,78,60세 이상,40,1400,0,0,1440,62.7,20,14.61
263,264,5차,경기,동,140,1,대표가구원,평일,남자,53,50~59세,30,1200,210,0,1440,77.2,20,14.61
264,265,5차,경기,동,140,2,일반가구원,평일,여자,50,50~59세,30,1200,210,0,1240,50.6,20,14.61
265,266,5차,경기,동,141,1,대표가구원,평일,남자,54,50~59세,280,1160,0,0,1440,70.2,20,14.61
266,267,5차,경기,동,143,1,대표가구원,평일,남자,49,40~49세,470,830,140,0,720,76.6,20,14.61
267,268,5차,경기,동,143,2,일반가구원,평일,여자,45,40~49세,30,1100,310,0,1440,60.4,20,14.61
268,269,5차,경기,동,143,3,일반가구원,평일,남자,16,10~19세,0,1440,0,0,1370,56.6,20,12.73
269,270,5차,경기,동,144,1,대표가구원,평일,여자,38,30~39세,40,1160,240,0,1200,55.8,20,14.61
270,271,5차,경기,동,144,2,일반가구원,평일,남자,39,30~39세,120,1040,280,0,1440,104.7,20,14.61
271,272,5차,경기,동,144,3,일반가구원,평일,여자,11,10~19세,20,1020,0,400,1200,56.9,30,12.73
272,273,5차,경기,동,145,1,대표가구원,평일,남자,35,30~39세,80,1120,240,0,1150,101.8,20,14.61
273,274,5차,경기,동,146,1,대표가구원,평일,남자,24,20~29세,180,670,590,0,1100,53.2,20,14.61
274,275,5차,경기,동,147,1,대표가구원,평일,여자,31,30~39세,120,1320,0,0,1440,47.4,20,14.61
275,276,5차,경기,동,148,1,대표가구원,평일,남자,21,20~29세,720,680,40,0,1440,99.2,20,14.61
276,277,5차,경기,동,148,2,일반가구원,평일,여자,20,20~29세,340,1100,0,0,1440,48.8,20,14.61
277,278,7차,경기,동,151,1,대표가구원,평일,남자,77,60세 이상,220,1220,0,0,1260,49.0,20,14.61
278,279,7차,경기,동,152,1,대표가구원,평일,여자,55,50~59세,140,740,560,0,1090,58.1,20,14.61
279,280,7차,경기,동,153,1,대표가구원,평일,여자,29,20~29세,50,820,570,0,510,73.2,20,14.61
280,281,7차,경기,동,153,2,일반가구원,평일,남자,31,30~39세,70,840,530,0,1080,69.3,20,14.61
281,282,7차,경기,동,155,1,대표가구원,평일,여자,53,50~59세,190,930,320,0,1340,71.1,20,14.61
282,283,7차,경기,동,155,2,일반가구원,평일,남자,24,20~29세,240,840,360,0,1440,64.5,20,14.61
283,284,7차,경기,동,156,1,대표가구원,평일,남자,59,50~59세,100,780,560,0,1140,75.0,20,14.61
284,285,7차,경기,동,157,1,대표가구원,평일,남자,62,60세 이상,20,1420,0,0,920,62.8,20,14.61
285,286,7차,경기,동,158,1,대표가구원,평일,여자,51,50~59세,80,1360,0,0,1360,59.0,20,14.61
286,287,7차,경기,동,158,2,일반가구원,평일,남자,53,50~59세,140,640,660,0,1420,65.1,20,14.61
287,288,7차,경기,동,158,3,일반가구원,평일,남자,15,10~19세,40,1030,0,370,1440,96.9,20,12.73
288,289,7차,경기,동,158,4,일반가구원,평일,여자,20,20~29세,110,820,510,0,1440,55.3,20,14.61
289,290,7차,경기,동,160,1,대표가구원,평일,남자,50,50~59세,60,740,640,0,920,74.3,20,14.61
290,291,7차,경기,동,161,1,대표가구원,평일,여자,29,20~29세,180,960,300,0,1160,68.4,20,14.61
291,292,7차,경기,동,161,2,일반가구원,평일,남자,35,30~39세,80,960,400,0,980,70.5,20,14.61
292,293,7차,경기,동,162,1,대표가구원,평일,여자,28,20~29세,150,1020,270,0,860,53.1,20,14.61
293,294,7차,경기,동,162,2,일반가구원,평일,남자,28,20~29세,140,940,360,0,1320,80.1,20,14.61
294,295,7차,경기,동,163,1,대표가구원,평일,여자,54,50~59세,160,1280,0,0,1320,58.6,20,14.61
295,296,7차,경기,동,163,2,일반가구원,평일,남자,56,50~59세,360,600,480,0,720,59.4,20,14.61
296,297,7차,경기,동,163,3,일반가구원,평일,여자,28,20~29세,240,940,260,0,320,51.0,20,14.61
297,298,7차,경기,동,164,1,대표가구원,평일,여자,32,30~39세,0,1440,0,0,1440,50.6,20,14.61
298,299,7차,경기,동,164,2,일반가구원,평일,남자,35,30~39세,80,880,480,0,1440,101.8,20,14.61
299,300,6차,경기,동,166,1,대표가구원,평일,여자,46,40~49세,110,780,550,0,1440,56.8,20,14.61
300,301,6차,경기,동,166,2,일반가구원,평일,남자,48,40~49세,210,1230,0,0,1420,75.3,20,14.61
301,302,6차,경기,동,166,3,일반가구원,평일,남자,19,10~19세,220,940,0,280,720,83.3,20,14.61
302,303,6차,경기,동,166,4,일반가구원,평일,남자,14,10~19세,40,1040,0,360,1020,61.2,20,12.73
303,304,6차,경기,동,167,1,대표가구원,평일,남자,67,60세 이상,270,1170,0,0,840,73.5,20,14.61
304,305,6차,경기,동,167,2,일반가구원,평일,여자,38,30~39세,40,1400,0,0,840,60.9,20,14.61
305,306,6차,경기,동,168,1,대표가구원,평일,여자,80,60세 이상,360,1080,0,0,1440,55.3,20,14.61
306,307,6차,경기,동,169,1,대표가구원,평일,남자,57,50~59세,160,960,320,0,840,70.2,20,14.61
307,308,6차,경기,동,169,2,일반가구원,평일,여자,62,60세 이상,30,1070,340,0,900,64.8,20,14.61
308,309,6차,경기,동,169,3,일반가구원,평일,남자,28,20~29세,60,1010,370,0,1440,71.0,20,14.61
309,310,6차,경기,동,170,1,대표가구원,평일,여자,41,40~49세,140,1300,0,0,1380,55.6,20,14.61
310,311,6차,경기,동,170,2,일반가구원,평일,남자,44,40~49세,60,940,440,0,1340,70.7,20,14.61
311,312,6차,경기,동,171,1,대표가구원,평일,남자,62,60세 이상,20,1120,300,0,970,64.5,20,14.61
312,313,6차,경기,동,171,2,일반가구원,평일,여자,57,50~59세,0,1440,0,0,1440,55.4,20,14.61
313,314,6차,경기,동,172,1,대표가구원,평일,남자,69,60세 이상,0,1440,0,0,1440,66.9,20,14.61
314,315,6차,경기,동,172,2,일반가구원,평일,여자,65,60세 이상,50,1390,0,0,1080,54.3,20,14.61
315,316,6차,경기,동,176,1,대표가구원,평일,여자,54,50~59세,60,920,460,0,1440,54.9,20,14.61
316,317,6차,경기,동,176,2,일반가구원,평일,남자,59,50~59세,40,1400,0,0,1260,67.8,20,14.61
317,318,6차,경기,동,176,3,일반가구원,평일,남자,25,20~29세,560,880,0,0,1440,78.5,20,14.61
318,319,6차,경기,동,176,4,일반가구원,평일,여자,24,20~29세,40,1040,360,0,900,65.2,20,14.61
319,320,6차,경기,동,177,1,대표가구원,평일,여자,53,50~59세,1440,0,0,0,1340,51.4,20,14.61
320,321,6차,경기,동,177,2,일반가구원,평일,여자,33,30~39세,0,1440,0,0,1440,56.4,20,14.61
321,322,6차,경기,동,177,3,일반가구원,평일,여자,30,30~39세,0,1380,60,0,1390,45.4,20,14.61
322,323,6차,경기,동,178,1,대표가구원,평일,여자,48,40~49세,240,1140,60,0,1060,57.8,20,14.61
323,324,6차,경기,동,178,2,일반가구원,평일,남자,51,50~59세,90,1260,90,0,1440,54.8,20,14.61
324,325,6차,경기,동,179,1,대표가구원,평일,남자,61,60세 이상,160,860,420,0,1440,55.7,20,14.61
325,326,6차,경기,동,180,1,대표가구원,평일,여자,44,40~49세,300,1140,0,0,0,56.9,20,14.61
326,327,6차,경기,동,180,2,일반가구원,평일,남자,44,40~49세,280,780,380,0,860,74.8,20,14.61
327,328,6차,경기,동,180,3,일반가구원,평일,남자,18,10~19세,20,900,0,520,800,102.6,20,12.73
328,329,6차,경기,동,180,4,일반가구원,평일,여자,16,10~19세,40,920,0,480,1000,49.8,20,12.73
329,330,6차,경기,동,180,5,일반가구원,평일,여자,15,10~19세,60,1000,0,380,1230,92.4,20,12.73
330,331,7차,경기,동,182,1,대표가구원,평일,남자,40,40~49세,160,840,440,0,1380,65.2,20,14.61
331,332,7차,경기,동,182,2,일반가구원,평일,여자,39,30~39세,120,840,480,0,1200,68.4,20,14.61
332,333,7차,경기,동,183,1,대표가구원,평일,남자,56,50~59세,20,960,460,0,1440,68.2,20,14.61
333,334,7차,경기,동,183,2,일반가구원,평일,여자,64,60세 이상,0,1440,0,0,680,61.3,20,14.61
334,335,7차,경기,동,185,1,대표가구원,평일,여자,63,60세 이상,270,1170,0,0,1080,51.6,20,14.61
335,336,7차,경기,동,185,2,일반가구원,평일,남자,35,30~39세,30,1360,50,0,920,64.3,20,14.61
336,337,7차,경기,동,185,3,일반가구원,평일,여자,35,30~39세,350,1090,0,0,1040,92.0,20,14.61
337,338,7차,경기,동,186,1,대표가구원,평일,여자,22,20~29세,60,960,420,0,1040,61.3,20,14.61
338,339,7차,경기,동,186,2,일반가구원,평일,여자,42,40~49세,60,960,420,0,1300,61.3,20,14.61
339,340,7차,경기,동,186,3,일반가구원,평일,남자,20,20~29세,160,1280,0,0,1330,76.1,20,14.61
340,341,7차,경기,동,187,1,대표가구원,평일,남자,71,60세 이상,0,1440,0,0,1380,69.5,20,14.61
341,342,7차,경기,동,187,2,일반가구원,평일,여자,61,60세 이상,140,720,580,0,1160,60.5,20,14.61
342,343,7차,경기,동,187,3,일반가구원,평일,남자,35,30~39세,120,1080,240,0,1200,62.9,20,14.61
343,344,7차,경기,동,188,1,대표가구원,평일,남자,60,60세 이상,520,500,420,0,1440,70.2,20,14.61
344,345,7차,경기,동,188,2,일반가구원,평일,여자,64,60세 이상,360,1080,0,0,1120,54.6,20,14.61
345,346,7차,경기,동,189,1,대표가구원,평일,남자,69,60세 이상,0,1440,0,0,1440,63.1,20,14.61
346,347,7차,경기,동,189,2,일반가구원,평일,여자,64,60세 이상,440,1000,0,0,940,56.6,20,14.61
347,348,7차,경기,동,190,1,대표가구원,평일,남자,71,60세 이상,840,600,0,0,1440,70.9,20,14.61
348,349,7차,경기,동,190,2,일반가구원,평일,여자,66,60세 이상,360,1080,0,0,1420,55.5,20,14.61
349,350,7차,경기,동,190,3,일반가구원,평일,여자,39,30~39세,140,1300,0,0,1210,54.0,20,14.61
350,351,7차,경기,동,190,4,일반가구원,평일,남자,43,40~49세,0,1440,0,0,1350,69.0,20,14.61
351,352,7차,경기,동,190,5,일반가구원,평일,여자,10,10~19세,80,1000,0,360,1440,31.9,30,12.73
352,353,7차,경기,동,191,1,대표가구원,평일,여자,43,40~49세,330,1040,70,0,1440,51.3,20,14.61
353,354,7차,경기,동,191,2,일반가구원,평일,남자,15,10~19세,60,1000,0,380,800,60.5,20,12.73
354,355,7차,경기,동,193,1,대표가구원,평일,남자,51,50~59세,770,670,0,0,1220,74.0,20,14.61
355,356,7차,경기,동,193,2,일반가구원,평일,여자,50,50~59세,0,1440,0,0,1300,59.3,20,14.61
356,357,7차,경기,동,193,3,일반가구원,평일,남자,52,50~59세,760,670,10,0,940,76.5,20,14.61
357,358,7차,경기,동,194,1,대표가구원,평일,여자,68,60세 이상,440,1000,0,0,980,67.5,20,14.61
358,359,7차,경기,동,194,2,일반가구원,평일,여자,42,40~49세,0,1440,0,0,1200,48.2,20,14.61
359,360,7차,경기,동,194,3,일반가구원,평일,남자,40,40~49세,300,660,480,0,900,83.6,20,14.61
360,361,7차,경기,동,195,1,대표가구원,평일,남자,62,60세 이상,160,820,460,0,1240,69.5,20,14.61
361,362,7차,경기,동,195,2,일반가구원,평일,여자,59,50~59세,160,820,460,0,1220,73.2,20,14.61
362,363,7차,경기,동,195,3,일반가구원,평일,남자,25,20~29세,40,1160,240,0,1080,59.0,20,14.61
363,364,6차,경기,동,197,1,대표가구원,평일,남자,41,40~49세,180,1020,0,240,1050,80.2,20,14.61
364,365,6차,경기,동,197,2,일반가구원,평일,여자,41,40~49세,100,920,420,0,970,78.3,20,14.61
365,366,6차,경기,동,197,3,일반가구원,평일,남자,11,10~19세,20,1040,0,380,1420,38.0,30,12.73
366,367,6차,경기,동,199,1,대표가구원,평일,여자,65,60세 이상,50,1390,0,0,1400,51.2,20,14.61
367,368,6차,경기,동,199,3,일반가구원,평일,남자,39,30~39세,120,1020,300,0,1440,60.8,20,14.61
368,369,6차,경기,동,200,1,대표가구원,평일,여자,37,30~39세,90,990,360,0,940,74.1,20,14.61
369,370,6차,경기,동,200,2,일반가구원,평일,남자,39,30~39세,410,970,60,0,1080,72.8,20,14.61
370,371,6차,경기,동,202,1,대표가구원,평일,여자,25,20~29세,40,1400,0,0,1440,48.5,20,14.61
371,372,6차,경기,동,202,2,일반가구원,평일,남자,37,30~39세,160,900,380,0,1440,57.2,20,14.61
372,373,6차,경기,동,203,1,대표가구원,평일,여자,69,60세 이상,60,1020,360,0,1440,57.0,20,14.61
373,374,6차,경기,동,203,2,일반가구원,평일,남자,73,60세 이상,120,1320,0,0,1040,64.4,20,14.61
374,375,6차,경기,동,204,1,대표가구원,평일,여자,39,30~39세,20,960,460,0,1440,48.3,20,14.61
375,376,6차,경기,동,205,1,대표가구원,평일,여자,54,50~59세,0,1440,0,0,960,48.2,20,14.61
376,377,6차,경기,동,205,2,일반가구원,평일,남자,58,50~59세,330,1110,0,0,1270,67.5,20,14.61
377,378,6차,경기,동,205,3,일반가구원,평일,남자,31,30~39세,80,860,500,0,1250,82.4,20,14.61
378,379,6차,경기,동,205,4,일반가구원,평일,여자,26,20~29세,50,1260,130,0,860,58.3,20,14.61
379,380,6차,경기,동,206,1,대표가구원,평일,남자,66,60세 이상,720,720,0,0,1440,70.7,20,14.61
380,381,6차,경기,동,206,2,일반가구원,평일,여자,61,60세 이상,60,1060,320,0,1150,57.4,20,14.61
381,382,6차,경기,동,207,1,대표가구원,평일,여자,75,60세 이상,40,1380,20,0,1430,46.6,20,14.61
382,383,6차,경기,동,208,1,대표가구원,평일,여자,43,40~49세,180,1260,0,0,920,56.5,20,14.61
383,384,6차,경기,동,209,1,대표가구원,평일,여자,27,20~29세,140,1200,100,0,1200,59.9,20,14.61
384,385,6차,경기,동,209,2,일반가구원,평일,남자,30,30~39세,100,940,400,0,1440,80.5,20,14.61
385,386,7차,경기,동,210,1,대표가구원,평일,여자,54,50~59세,160,1020,260,0,840,45.3,20,14.61
386,387,7차,경기,동,210,2,일반가구원,평일,남자,59,50~59세,120,1040,280,0,1200,82.9,20,14.61
387,388,7차,경기,동,211,1,대표가구원,평일,여자,55,50~59세,100,1340,0,0,1440,47.0,20,14.61
388,389,7차,경기,동,211,2,일반가구원,평일,남자,56,50~59세,90,1080,270,0,1440,109.3,20,14.61
389,390,7차,경기,동,211,3,일반가구원,평일,여자,25,20~29세,160,920,360,0,1440,55.4,20,14.61
390,391,7차,경기,동,212,1,대표가구원,평일,여자,56,50~59세,200,1240,0,0,1440,60.4,20,14.61
391,392,7차,경기,동,212,2,일반가구원,평일,남자,59,50~59세,660,620,160,0,0,58.6,20,14.61
392,393,7차,경기,동,212,3,일반가구원,평일,남자,31,30~39세,660,780,0,0,1300,67.8,20,14.61
393,394,7차,경기,동,212,4,일반가구원,평일,남자,28,20~29세,20,880,540,0,1080,76.7,20,14.61
394,395,7차,경기,동,213,1,대표가구원,평일,남자,61,60세 이상,0,1440,0,0,1440,57.7,20,14.61
395,396,7차,경기,동,213,2,일반가구원,평일,여자,57,50~59세,50,970,420,0,1440,52.0,20,14.61
396,397,7차,경기,동,213,3,일반가구원,평일,남자,26,20~29세,190,920,330,0,1440,65.7,20,14.61
397,398,7차,경기,동,214,1,대표가구원,평일,여자,40,40~49세,0,1440,0,0,1440,45.9,20,14.61
398,399,7차,경기,동,214,2,일반가구원,평일,남자,40,40~49세,160,740,540,0,1320,67.3,20,14.61
399,400,7차,경기,동,214,3,일반가구원,평일,여자,10,10~19세,20,1040,0,380,1180,32.6,30,12.73
400,401,7차,경기,동,215,1,대표가구원,평일,여자,41,40~49세,0,1440,0,0,1100,67.7,20,14.61
401,402,7차,경기,동,215,2,일반가구원,평일,남자,44,40~49세,100,800,540,0,1290,91.6,20,14.61
402,403,7차,경기,동,215,3,일반가구원,평일,남자,11,10~19세,20,1040,0,380,1440,70.0,30,12.73
403,404,7차,경기,동,215,4,일반가구원,평일,남자,10,10~19세,20,1040,0,380,1440,35.7,30,12.73
404,405,7차,경기,동,217,1,대표가구원,평일,여자,45,40~49세,200,640,600,0,1440,45.8,20,14.61
405,406,7차,경기,동,217,2,일반가구원,평일,남자,47,40~49세,60,1260,120,0,1440,86.6,20,14.61
406,407,7차,경기,동,218,1,대표가구원,평일,여자,52,50~59세,30,1410,0,0,1140,53.2,20,14.61
407,408,7차,경기,동,218,2,일반가구원,평일,남자,50,50~59세,80,800,560,0,1080,76.8,20,14.61
408,409,7차,경기,동,218,3,일반가구원,평일,여자,24,20~29세,30,1230,0,180,1240,52.3,20,14.61
409,410,7차,경기,동,218,4,일반가구원,평일,여자,21,20~29세,170,1160,0,110,980,43.3,20,14.61
410,411,7차,경기,동,218,5,일반가구원,평일,남자,13,10~19세,40,1030,0,370,1320,90.6,20,12.73
411,412,7차,경기,동,219,1,대표가구원,평일,여자,55,50~59세,280,1160,0,0,1270,56.6,20,14.61
412,413,7차,경기,동,219,2,일반가구원,평일,남자,59,50~59세,200,1160,80,0,420,68.7,20,14.61
413,414,7차,경기,동,220,1,대표가구원,평일,여자,35,30~39세,40,800,600,0,1210,59.9,20,14.61
414,415,7차,경기,동,220,2,일반가구원,평일,남자,37,30~39세,40,560,840,0,1440,73.6,20,14.61
415,416,7차,경기,동,220,3,일반가구원,평일,여자,64,60세 이상,210,1230,0,0,1240,60.8,20,14.61
416,417,7차,경기,동,223,1,대표가구원,평일,남자,55,50~59세,100,840,500,0,0,71.8,20,14.61
417,418,7차,경기,동,223,2,일반가구원,평일,여자,54,50~59세,230,1210,0,0,1080,68.4,20,14.61
418,419,7차,경기,동,224,1,대표가구원,평일,남자,76,60세 이상,0,1440,0,0,1440,58.7,20,14.61
419,420,7차,경기,동,224,2,일반가구원,평일,여자,70,60세 이상,220,1220,0,0,1440,73.5,20,14.61
420,421,6차,인천,동,226,1,대표가구원,평일,여자,34,30~39세,60,840,540,0,1440,53.5,20,14.61
421,422,6차,인천,동,226,2,일반가구원,평일,여자,66,60세 이상,220,940,280,0,1300,61.8,20,14.61
422,423,6차,인천,동,226,3,일반가구원,평일,여자,29,20~29세,180,940,320,0,1320,58.1,20,14.61
423,424,6차,인천,동,227,1,대표가구원,평일,남자,44,40~49세,100,940,400,0,1440,67.0,20,14.61
424,425,6차,인천,동,227,2,일반가구원,평일,여자,67,60세 이상,430,1010,0,0,1080,62.1,20,14.61
425,426,6차,인천,동,229,1,대표가구원,평일,여자,80,60세 이상,360,1080,0,0,1240,70.8,20,14.61
426,427,6차,인천,동,229,2,일반가구원,평일,남자,80,60세 이상,80,1360,0,0,940,61.8,20,14.61
427,428,6차,인천,동,230,1,대표가구원,평일,여자,80,60세 이상,320,1120,0,0,890,42.5,20,14.61
428,429,6차,인천,동,231,1,대표가구원,평일,여자,77,60세 이상,80,1360,0,0,1180,59.8,20,14.61
429,430,6차,인천,동,232,1,대표가구원,평일,남자,72,60세 이상,400,1040,0,0,1240,61.3,20,14.61
430,431,6차,인천,동,232,2,일반가구원,평일,여자,72,60세 이상,260,820,360,0,1160,75.2,20,14.61
